poi_id,poi_name,road_id,road_name,rank
118,屹枫装饰,2198,星光街,1
119,花城名苑-物业管理处,2636,绕城高速 杭金衢高速,4
120,虾弄弄(高沙店),2485,学林街,1
121,酒水批发部,864,拱康路,2
122,J&C珠宝,882,绍兴路,2
123,梦兴宾馆停车场,313,绕城高速 Ràochéng Gāosù,4
124,好四季鞋包服饰城停车场,1315,钱江路,2
125,香颂乐苑停车场,2198,星光街,1
126,匠心宠物,2612,建设四路,2
127,杭州市江干区号外美发工作室,433,之江路,2
128,秀水社区便民服务中心(董家路),416,灯彩东路,2
129,轻微旅行,1327,东清巷,1
130,市民街与香樟路交叉口,1537,解放东路,2
131,嵊州特色小吃(舟山东路店),975,沈半路,2
132,停车场,2576,3号大街,1
133,瑞风钢管(文三西路店),519,益乐路,2
134,味多瓦罐(顺福路),1712,江锦路,2
135,杭州市萧山区靖江街道黎明社区居民委员会,-1,"",-1
136,龙剪发艺工作室,946,叶青兜路,2
137,下沙商贸城停车场(出口),2576,3号大街,1
138,上祥路与祥庆路交叉口,441,石祥路,2
139,自行车租赁点(永锦苑1号路南),1571,康宁街,1
140,苏阿姨柠檬奶茶,2189,杭海路,2
141,迪斯乐儿童欢乐王国主题乐园,74,104国道,3
142,修家电,424,古墩路,2
143,杭州景区钱塘江对岸LOFT精装公寓,866,滨文路,2
144,勇明麻将馆,1489,凯旋路,2
145,三星售后服务中心,2270,金家桥路,2
146,每天惠(智慧便利店),-1,"",-1
147,美香麻辣烫,2341,通惠路,2
148,冰影发屋,2316,南环路,2
149,中国婚博会,882,绍兴路,2
150,开元珠宝,2087,山阴路,2
151,公共厕所,-1,"",-1
152,语泉教育(武林门店),959,环城西路,2
153,中通快递(萧山台湾城营业部),2470,新城路,2
154,丰潭路与长江路交叉口,469,塘萍路,2
155,真乐味麻辣香锅(钱江路店),434,之江路,2
156,宽庭典藏,1141,中山北路,2
157,金典地带,1384,临丁路,2
158,新塘家园东区停车场,1677,昙花庵路,2
159,ARMANIJEANS湖滨银泰2期,1104,解放路,2
160,女洗手间,1537,解放东路,2
161,唯儿诺儿科,1704,新塘路,2
162,浙江摩尔科技有限公司,602,天目山路,2
163,奇丝妙剪(留下路店),204,西溪路 Xixi Road,2
164,帛卡袖女装,1708,泰安路,2
165,杭州西湖风景名胜区管理委员会,490,龙井路,2
166,炒菜快餐,2365,拱秀路,2
167,三洋洗衣(文岚店),743,湖州街,1
168,初见37度C(格畈南苑店),2189,杭海路,2
169,西溪优聚别墅轰趴馆,-1,"",-1
170,纬一路与纬三路交叉口,474,之浦路,2
171,兰莉轩美容养生SPA馆,2546,之江东路,2
172,完美服务部,325,三墩路,2
173,浙江音乐学院南区停车场,144,镇中路,2
174,星洲花园北区东侧地上停车场,445,竞舟路,2
175,新黄金海岸棋牌会所(东灵北路),-1,"",-1
176,精品羊绒,2189,杭海路,2
177,好好先生软装中心,1510,凤起东路,2
178,浙江浙农锦城资产管理有限公司,434,之江路,2
179,永潮街130号自行车租赁点,979,留石快速路,2
180,海盗船,265,美院北街,1
181,德胜路一五二号西自行车租赁点,1176,东晖路,2
182,中国农业银行(杭州竞舟支行),477,高技街,1
183,春天里(丁桥店),1981,长虹路,2
184,我爱我家(拱北店),882,绍兴路,2
185,卉聚花店,1224,清吟街,1
186,上海川能精密电机有限公司,2007,建设四路,2
187,CAR极速凌动汽车生活馆,1876,09省道,3
188,菜鸟驿站(杭州金沙国际3栋店),2485,学林街,1
189,中国邮政(靖港村村邮站),-1,"",-1
190,舒媛阁珠宝商行,2178,文化路,2
191,滨江旭辉万家之星售楼部,423,通运路,2
192,七分食,1637,新月路,2
193,旅苑国旅,1981,长虹路,2
194,厚仁路与同仁路交叉口,325,三墩路,2
195,川香黄焖鸡,-1,"",-1
196,跳头(公交站),26,杭徽高速,4
197,振兴五金建材商店(生兴路),2016,文明路,2
198,吉鸿家园农贸市场停车场,257,通济北路,2
199,欢乐购超市,-1,"",-1
200,天天摄影,1502,长江中路,2
201,杭州居仕贝壳酒店,1367,东新路,2
202,劲松百货,1004,河东路,2
203,桥头餐厅(四季青店),1310,秋涛路,2
204,杨柳郡地铁绿城停车场,2065,德胜路,2
205,汗蒸养生馆,-1,"",-1
206,小芳超市(西大街店),2461,东湖南路,2
207,皇诰巷与龙华巷交叉口,1104,解放路,2
208,小韩鸡蛋批发,2424,新螺路,2
209,鲁城虾扯蛋,2287,胜稼路,2
210,丹枫路与江晖路交叉口,1708,泰安路,2
211,停车场(永泰丰广场西),2204,市心北路,2
212,优家宝贝母婴店(万泰城章店),2327,09省道,3
213,重庆沸腾渝湘,1031,德胜路,2
214,忠良手机店,2273,沪杭高速,4
215,宁东路建设二路口(公交站),2282,宁税路,2
216,衢州土菜馆(长浜路),1425,沈家路,2
217,凯顺水电五金建材,1510,凤起东路,2
218,紫金保险,2198,星光街,1
219,尚和艺发型会所,2179,绕城高速,4
220,剪爱时尚潮流烫染,-1,"",-1
221,巴比松米勒庄园社区服务站(和东路),623,赵伍路,2
222,劳动路与嘉禾里交叉口,1070,高银街,1
223,a.b.art/komono(银泰百货),1493,庆春东路,2
224,浩诚棋牌,-1,"",-1
225,福建速食店(中山南路),1251,江城路,2
226,宣家埠九昌路末端自行车租赁点,2051,沪杭高速,4
227,CASAEXPRESS美式快餐速递,1629,聚才路,2
228,江虹南路与江虹路交叉口,1768,江晖路,2
229,卓雅门窗,2198,星光街,1
230,开化路与教场路交叉口,1089,延安路,2
231,出租车南3西广场(出口),1827,新塘路,2
232,双荡弄与豪曹巷交叉口,941,古河巷,1
233,烟酒副食品,-1,"",-1
234,亨福饭店(九堡直街店),2028,德胜路,2
235,祥符派出所杭州运河天地治安执勤办公室,812,金华路,2
236,崇杭街崇康路口(土业便民批发部)(公交站),836,绕城高速,4
237,东书房(天虹购物中心B座),1799,钱潮路,2
238,杭州萧山青青花艺,2566,衙前路,2
239,古墩路与灯彩街交叉口,381,长阳路,2
240,菜鸟驿站(航坞路小苹果文体用品店),-1,"",-1
241,食蜀上麻辣香锅(九堡新天地店),2230,九睦路,2
242,停车场(九堡商贸中心南),2311,仁爱路,2
243,杭州城西银泰城私享空间普通公寓,440,学院北路,2
244,H&C国际洗衣,1336,建国路,2
245,韩氏造型(笕石路),1689,机场路 Jichang Road,2
246,发匠美发,2218,下沙路,2
247,红阳旅馆,2597,文渊路,2
248,翠苑煤气灶修理中心,585,余杭塘路,2
249,逸上(银泰百货),1493,庆春东路,2
250,杭州日着设计工作室,2350,杭海路,2
251,自行车租赁点(商教苑社区北),1512,杭海路 Hanghai Road,2
252,浙江航空港经济发展公司停车场,-1,"",-1
253,章叶彪装潢店,2297,育才路,2
254,手机电脑配件专卖,2247,高桥路,2
255,招商银行24小时自助银行(杭州解放支行),1238,清泰街,1
256,福宇记黄焖鸡米饭(启迪路店),2060,建设二路,2
257,罗曼婚礼,1207,中河北路,2
258,乔洛发型,2331,通惠北路,2
259,景山路,2422,迎宾路,2
260,湖墅南路小区,941,古河巷,1
261,丝域美发馆,394,萍水路,2
262,烟酒超市,72,闲林西路,2
263,馋香缘川菜馆,2496,临东路,2
264,苏晓木业,1233,东新路,2
265,王朝美容美发护肤造型,2232,银堡街,1
266,西子国际停车场,2422,迎宾路,2
267,东流路与江晖路交叉口,1160,滨康路,2
268,杭州坤达副食品商行,2193,萧绍东路,2
269,业红图文,2669,6号大街,1
270,大浒街与支四路交叉口,804,大关路,2
271,万科租售中心,135,古墩路,2
272,蕴姿健康美肤生活馆(萧山店),2087,山阴路,2
273,杭州容声冰箱服务中心,441,石祥路,2
274,中迅大厦停车场,102,留和路,2
275,百盛蛋糕店,-1,"",-1
276,巴拉拉少儿轮滑,2542,12号大街,1
277,巴比馒头(文二路二店),432,莫干山路,2
278,金宝贝(天虹购物中心A座),1498,太平门直街 Taipingmenzhi Street,1
279,河庄自行车租赁点,-1,"",-1
280,安逸猿(银泰百货),1493,庆春东路,2
281,杭州钦皓电脑科技有限公司(浙江中小企业大厦西南),602,天目山路,2
282,RADOMSTUDIO轰趴馆,1637,新月路,2
283,世纪华联超市,1571,康宁街,1
284,丰甜果品(登云路店),643,和睦路,2
285,安婕妤专业女子护肤,2083,德胜路,2
286,停车场,2058,青年路,2
287,动力健身游泳瑜伽舞蹈,1628,滨安路,2
288,无上自然生活馆,201,绕城高速,4
289,永悦电器,1004,河东路,2
290,杭新路与转塘路交叉口,319,云河路,2
291,顺旺基大食堂(杭州东城广场),2232,银堡街,1
292,沈家桥公益性公墓管理办公室,1516,秋石高架,3
293,京浙会,2461,东湖南路,2
294,百果园(紫丁香街店),1981,长虹路,2
295,啡悦(太阁店),941,古河巷,1
296,芳芳美发屋(湘湖购物中心北),868,浦沿路,2
297,黄焖鸡米饭(老济南),410,丰庆路,2
298,杭州畔咖啡猫舍普通公寓建国北路分店,1436,环城东路,2
299,抱团养老瓶窑服务中心,75,104国道,3
300,鱼出没自助寿司(湖滨银泰店),1172,惠兴路,2
301,银泰百货停车场,1135,中山北路,2
302,杭州师范大学仓前校区学术期刊社,104,高教路,2
303,中国福利彩享店,42,杭徽高速,4
304,追随者汽车服务(逸天店),790,滨文路,2
305,杭州启家装饰工程有限公司,279,绕城高速 Ràochéng Gāosù,4
306,物业服务,80,海曙路,2
307,零食多食品店,-1,"",-1
308,彩虹城江月园22幢,987,滨盛路,2
309,佛伦斯私人订制烫染国际连锁(通益路湖州街店),677,登云路,2
310,芙蓉超市,441,石祥路,2
311,重庆土菜馆,1769,铁路出发落客平台,2
312,萧山区规划研究院,2178,文化路,2
313,来客隆超市,74,104国道,3
314,杭州绘心装修公司,1953,沪杭高速,4
315,岩倍教育,1571,康宁街,1
316,花果3水果,2258,久盛路,2
317,鸿发超市,2431,东湖路,2
318,玄武创业圆,270,西园路,2
319,长寿早餐,441,石祥路,2
320,花语谷,1944,明珠街,1
321,九天河浴场,2110,杭浦高速,4
322,停车场(闸弄口质量技术监督所东北),1520,艮山西路,2
323,停车场(山缘公寓西南),201,绕城高速,4
324,雅姿造型,201,绕城高速,4
325,闸北路江东一路口(公交站),-1,"",-1
326,Queenie·樱日妆,1010,庆春路,2
327,星光老年之家,2168,潘水路,2
328,杭州师范大学钱江学院篮球场,2485,学林街,1
329,宏飞路与滨盛路交叉口,1786,江陵路,2
330,阿朵理发烫焗,313,绕城高速 Ràochéng Gāosù,4
331,保利·香槟国际销售中心,395,萍水路,2
332,老东北现磨豆浆,2014,建设一路,2
333,瑞琪母婴馆,-1,"",-1
334,大众超市(宁东店),2005,建设四路,2
335,TIM(万达广场),441,石祥路,2
336,便民开锁修鞋服务站,557,文二路（公交逆向专用道）,2
337,忠原艺玻,-1,"",-1
338,尼尔造型(星灿路店),1384,临丁路,2
339,顶尚染烫名店,2424,新螺路,2
340,绿佳果业,1384,临丁路,2
341,文常路西溪望路口自行车租赁点,103,高教路,2
342,崇贤街道程浩水果店程鑫鲜果,1268,沈家路,2
343,市民街与森林路交叉口,434,之江路,2
344,GENIE(东沙商业广场店),2589,1号大街,1
345,萧龙印刷,2136,高架上匝道,3
346,锦鸿激光雕花,2148,沪杭高速,4
347,小小超市,2422,迎宾路,2
348,快天下中式快餐(金惠店),2215,永久路,2
349,农夫烤鱼(下沙宝利湾天地店),2546,之江东路,2
350,萧山盛泰园艺配送中心,2636,绕城高速 杭金衢高速,4
351,固陵路与青年路交叉口,1628,滨安路,2
352,文广新局-文鲜观酒店,1989,金城路,2
353,北京麻辣香锅(众乐美食城店),943,树人街,1
354,滨安路与聚业路交叉口,1630,滨安路,2
355,八块肌趣味蛋糕店,1246,金桂巷,1
356,大众早餐(中尚橄榄树花园西),1101,绕城高速,4
357,杭钢西苑社区便民服务网点,1516,秋石高架,3
358,全网通手机店,72,闲林西路,2
359,杉野制作,2219,下沙路,2
360,杭天信律师所,816,丽水路,2
361,新东名苑门窗,2505,建设四路,2
362,烟酒粮油店,231,104国道,3
363,小余装潢,874,台州路,2
364,生场廊15号,75,104国道,3
365,小吕换胎补胎,325,三墩路,2
366,福宇记黄焖鸡米饭(上绍路店),944,大关苑路,2
367,HB美甲SPA会所:彩虹城店,1019,园支二路,2
368,永福快餐(商城西路),2193,萧绍东路,2
369,国电城北供电营业厅,1579,沈家路,2
370,自行车租赁点(俞章路),1643,沪昆高速线,4
371,SPT汽车性能提升中心,910,南环路,2
372,宏阳食品店,2485,学林街,1
373,庄河路与药香路交叉口,1959,沪杭高速,4
374,浙江树人大学综合服务中心,1058,西文街,1
375,东冠路与浦西路交叉口,931,化工路,2
376,泰安路与科技馆街交叉口,1756,新月路,2
377,金鹏压绉,2148,沪杭高速,4
378,利美纹绣(河庄店),-1,"",-1
379,杭州市浦沿成人文化技术学校,966,明德路,2
380,长征桥社区四二号自行车租赁点,726,湖墅北路,2
381,杭州福寿百年礼仪服务有限公司,1333,建国北路,2
382,新青年广场停车场,953,德胜路,2
383,酸菜鱼馆,103,高教路,2
384,百果园(高沙路店),2595,4号大街,1
385,浙江金湖机电有限公司,260,文一西路,2
386,英莲副食品,-1,"",-1
387,清池路与灯彩街交叉口,127,振华路,2
388,灯彩街与紫萱路交叉口,325,三墩路,2
389,名烟名酒山货特产,55,联兴路,2
390,国元副食品商行,2193,萧绍东路,2
391,欢购百货超市(河庄店),-1,"",-1
392,汇和君亭酒店停车场,1711,铁路出发落客平台,2
393,惬意时光(桃李店),2493,学源街,1
394,逸风阁,812,金华路,2
395,哈哈镜鸭脖子(文耀店),866,滨文路,2
396,聖雅歌摄影中山中路555号,1280,皮市巷,1
397,TOGOCafe(甜味汤匙杭州店),1207,中河北路,2
398,梧桐瘦身中心,978,留石快速路,2
399,凌峰汽修,-1,"",-1
400,华数(和睦营业点),695,小河路,2
401,停车场(美院南路),352,绕城高速 Ràochéng Gāosù,4
402,UCC国际洗衣店,492,之浦路,2
403,喜得宝自行车租赁点,1430,环城东路,2
404,张同空调修理中心,1235,长庆巷,1
405,杭州运河畔河景房普通公寓分店,941,古河巷,1
406,浙江泰隆商业银行,1539,天城路,2
407,ABSlife(天街),2565,银沙路,2
408,金足订制按摩SPA,1187,中山中路,2
409,文一路湖墅路西自行车租赁点,872,湖墅南路,2
410,西湖国际科技大厦停车场,521,华星路,2
411,停车场,2247,高桥路,2
412,广玉车行,-1,"",-1
413,汇宇花园南门自行车租赁点,2335,通惠南路,2
414,G.HIMA(杭州大厦购物城B座),967,体育场路,2
415,发根副食品店,-1,"",-1
416,雪域美食村,446,丰潭路,2
417,客家超市,2578,10号大街,1
418,七里扬帆桐庐野鱼馆(装修中),325,三墩路,2
419,淳安昌运旅行社有限公司杭州拱墅营业部,950,香积寺路,2
420,一兆设计杭丝联创业园店,764,大浒街,1
421,P停车场,866,滨文路,2
422,东吴老豆浆(莲花街专门店),196,西溪路,2
423,万泰·新语销售展示中心,978,留石快速路,2
424,彩琴烟酒茶行,2636,绕城高速 杭金衢高速,4
425,乾宁斋国医馆,1256,建国南路,2
426,停车场,1921,飞虹路,2
427,慕手夫,2485,学林街,1
428,石前路,75,104国道,3
429,研色美容美甲美睫工作室,1489,凯旋路,2
430,闲林综合市场,72,闲林西路,2
431,停车场,2016,文明路,2
432,停车场,-1,"",-1
433,美壹碗,439,石祥路,2
434,平价超市,2282,宁税路,2
435,桐庐土菜馆(百田巷),1582,新风路,2
436,湖墅南路与王子街交叉口,954,密渡桥路,2
437,杭州启易科技有限公司,634,学院路,2
438,房友顾嘉地产,65,城东路,2
439,烧烤专柜,390,申花路,2
440,杭州市高新开发区(滨江)消费者协会,1628,滨安路,2
441,中国造纸化学品工业协会,1094,潮王路,2
442,莫年芝副食品店,-1,"",-1
443,乌龙巷,1224,清吟街,1
444,好又多超市(汽北线),-1,"",-1
445,鲜花花语传情(望江东路),434,之江路,2
446,邦泰人力,2576,3号大街,1
447,杭州时光医疗美容医院门诊,638,余杭塘路,2
448,媒缘客房,2216,拱秀路,2
449,杭州昌得机械有限公司,-1,"",-1
450,咬不得高祖生煎(万塘汇店),569,文三路,2
451,停车场,-1,"",-1
452,塘头桥,-1,"",-1
453,停车场,2101,蜀山路,2
454,三菱重工空调维保修理中心,1004,河东路,2
455,NALA奈拉发型公社(凤起店),1334,建国北路,2
456,磐石美术,187,镇南路,2
457,解放路秋涛路口,1652,新业路,2
458,停车场,2297,育才路,2
459,上海出口(德胜快速路西向),2065,德胜路,2
460,停车场,536,梅灵北路,2
461,浙江高等法院,598,天目山路,2
462,千年舟绿色板材(道源路),2297,育才路,2
463,至尊租车(火车站送车点),1368,江城路,2
464,香港御修堂美容养生,2350,杭海路,2
465,杭州永盛冻品商行,2016,文明路,2
466,中国邮政(永利村村邮站),2742,红垦路,2
467,江东三路西三路口(公交站),-1,"",-1
468,浙江老忠实投资公司,1690,月明路,2
469,杭州君泽婴童用品公司,2398,绕城高速,4
470,好孩子(孩子王店),2195,市心中路,2
471,乐智教育,1903,环丁路,2
472,中国工商银行24小时自助银行(杭州解放路支行),1238,清泰街,1
473,中国农业银行(杭州六和支行),721,六合路,2
474,西安风味手擀面(汇丰街店),1579,沈家路,2
475,望月社区居委会,297,古墩路,2
476,悦芙媞化妆品,2485,学林街,1
477,鹏飞书画室,2217,萧然南路,2
478,停车场(华鸿大厦北),598,天目山路,2
479,海通街211号自行车租赁点,2543,下沙路,2
480,杭州嘉德汽车俱乐部,351,文一西路 Wenyi Road (West),2
481,杭州步行至西湖独立摄影师的复古文艺理想家普通公寓(延安路分店),1178,后市街,1
482,王家果园,2398,绕城高速,4
483,姐妹饭店(振宁路),2395,振宁路,2
484,九正装饰,2462,东湖南路,2
485,樊文花店,978,留石快速路,2
486,Moon(月茶),-1,"",-1
487,力江电机,2440,月雅路,2
488,叫了只鸡,2595,4号大街,1
489,墨山繁花,1361,凤起路,2
490,大锅台,257,通济北路,2
491,老王家鲜花店(三秋路鲜花店),2006,纬九路,2
492,唯美烫染店,979,留石快速路,2
493,陈溶晖工作室,351,文一西路 Wenyi Road (West),2
494,杭海路南侧停车场,1538,解放东路,2
495,桃李苑,2493,学源街,1
496,首睿律师事务所,1582,新风路,2
497,百丈国学堂,556,文二路,2
498,杭州西湖风景名胜区停车场,925,断桥,2
499,兴业社区支行,434,之江路,2
500,Angelkiss日式美睫私人会所(城西银泰店),472,丰登街,1
501,可诺丹婷美颜美体(百井坊巷),1090,凤起路,2
502,浙江博颖装饰工程有限公司,-1,"",-1
503,党群志愿服务站,75,104国道,3
504,老娘舅(杭州文一华润云和店),906,湖墅南路,2
505,永波街与永清路交叉口,1367,东新路,2
506,潮鸣寺巷与醋坊巷交叉口,1438,环城东路,2
507,扬武跆拳道馆,389,紫荆花路,2
508,妞妞超市,2028,德胜路,2
509,阿迪达斯专柜,2297,育才路,2
510,丝源护肤造型,2595,4号大街,1
511,商业房产售楼联系处,1418,朝晖路,2
512,鲜菜水果副食店,-1,"",-1
513,江东路口(公交站),-1,"",-1
514,杭州满庭芳华教育,1695,滨和路,2
515,大禹路与金兰巷交叉口,297,古墩路,2
516,杭州益诚副食品经营部,75,104国道,3
517,花都SPA油压,979,留石快速路,2
518,车床对外加工,74,104国道,3
519,金牛座潮汕牛肉火锅(杭州店),1088,耶稣堂弄,1
520,禹倡超市(星桥店),1384,临丁路,2
521,双盛再生资源回收(皋亭桥店),1425,沈家路,2
522,老娘舅(文一路物美餐厅),634,学院路,2
523,申花路,440,学院北路,2
524,明德路与至仁街交叉口,966,明德路,2
525,芝麻开门(潮鸣营业部),1455,环城东路,2
526,怡香休闲SPA尚佳,1235,长庆巷,1
527,憬鹏教育,2198,星光街,1
528,牛焱潮汕牛肉火锅(杭州大厦购物城A座),1141,中山北路,2
529,杭州商业储运有限公司横塘仓库,1689,机场路 Jichang Road,2
530,浙江工商大学篮球场,2805,学正街,1
531,长浜,530,湖州街,1
532,鼎建商务酒店,1384,临丁路,2
533,HairWeGo,1134,朝晖路,2
534,利群水果店,1872,09省道,3
535,杭州厦信房地产咨询评估有限公司(景山路),2422,迎宾路,2
536,河景路河中路口(公交站),-1,"",-1
537,停车场,352,绕城高速 Ràochéng Gāosù,4
538,北京同仁堂中医馆,2177,杭棉路,2
539,旺角花甲(宝龙广场店),2691,12号大街,1
540,圣梦布艺,1533,华丰路,2
541,天翠中式快餐,413,梅灵北路,2
542,新市街与河东路交叉口,1125,上塘路,2
543,杭州宋城千古情主题酒店湘湖店停车场,2104,杭齿隧道,2
544,贝熙容颜健康管理私人订制,1498,太平门直街 Taipingmenzhi Street,1
545,阿君裁缝,1382,杭玻街,1
546,老妈干货店,410,丰庆路,2
547,宣伟涂料(油虎线),-1,"",-1
548,FITTIME健身俱乐部,492,之浦路,2
549,锦福隆石雕馆,256,绕城高速,4
550,邦杰桑拿泳池设备批发,895,复兴路,2
551,亿家图文,2228,九乔路,2
552,杭州萧山瓜沥卫芳家电维修部,-1,"",-1
553,杭州宝辉物资有限公司,864,拱康路,2
554,刘记水煮煲,2485,学林街,1
555,威斯·希顿大酒店停车场,391,申花路,2
556,诺贝尔瓷砖(月星家居),530,湖州街,1
557,杜小姆凉皮铺,702,教工路,2
558,半山镇半山村星光老年之家,1382,杭玻街,1
559,温州银行ATM(庆春路),1336,建国路,2
560,邦纳福干洗(塘河店),609,余杭塘路,2
561,便民饼屋,-1,"",-1
562,停车场(文溯南路),2595,4号大街,1
563,WHOO专柜,1493,庆春东路,2
564,U洗车,1444,艮山西路,2
565,UCC国际干洗店铺,42,杭徽高速,4
566,艾得护肤,75,104国道,3
567,华贸国际货运有限公司(跑马场路),657,曙光路,2
568,小芳超市(水车河弄店),2422,迎宾路,2
569,滨江·万家星城销售中心,1105,兴业街,1
570,得艺忘型(萧然东路),2312,回澜路,2
571,大咖烤鱼(长山店),2475,新城隧道,2
572,一家客020社区便利店,102,留和路,2
573,浩林超市(长河长一社区卫生服务站西北),1454,时代大道高架,3
574,浙江省疾病预防控制中心慢病研究所,1316,南北支路,2
575,弘康养生,59,城南路,2
576,杭州同胜科技有限公司,637,学院路,2
577,MindBridge(嘉里中心店),1007,庆春路,2
578,杭州彩球坊贸易有限公司,1200,中山中路,2
579,杭州联合农村,381,长阳路,2
580,鑫悦烟酒土特产,1436,环城东路,2
581,许鲜生麻辣烫·烧烤(金鸡店),1987,金城路,2
582,中国体育彩票,1641,景芳路,2
583,杭州维景国际大酒店-娱乐会所,1280,皮市巷,1
